corpus,sample,dataset,token,before,word,after
CED,D5CMILLE,ity,gentility,"rutes, and Enemies to the ",Gentility, and Merit of other Place
CED,D5CMILLE,ity,ingenuity,r you; I saw something of ,Ingenuity, -- [$ (^Looby.^) $] Your
CED,D5CMILLE,ity,opportunity,"d, and I rejoice at this ",Opportunity, of adding some little M
CED,D5CMILLE,ity,opportunity,Chimeras. Here's a lucky ,Opportunity," now, of getting rid of "
CED,D5CMILLE,ity,quality,e yourself all the Airs of ,Quality,. [$ (^Looby.^) $] Let me 
CED,D5CMILLE,ity,quality,I have known many Women of ,Quality, have a great deal more --
CED,D5CMILLE,ity,quality, perfect Air of a Woman o' ,Quality,. I defy them to know you 
CED,D5CMILLE,ity,quantity,"nds, I'll take double the ",Quantity,. [$ (^Mummy.^) $] I shoul
CED,D5CMILLE,ity,severity,"errible Fright, about the ",Severity, of the Law here against h
CED,D5CSTEEL,ity,credulity,"$] Ay do, persist in your ",Credulity,! flatter your self that 
CED,D5CSTEEL,ity,enmity, [$ (^Cimb.^) $] What an ,Elasticity, in her Veins and Arterie
CED,D5CSTEEL,ity,extremity,ut I am now driven to the ,extremity," of immediately refusing,"
CED,D5CSTEEL,ity,extremity, things are brought to an ,Extremity, -- [$ (^Exit carelesly.^
CED,D5CSTEEL,ity,familiarity,"g together, to an intire ",Familiarity,", and Union of Soul and "
CED,D5CSTEEL,ity,fidelity,"ort or Comfort, but in my ",Fidelity,", yet sees me daily press'"
CED,D5CSTEEL,ity,fidelity,han Life at stake on your ,Fidelity,. [$ (^Going.^) $] [$ (^Be
CED,D5CSTEEL,ity,generality,"ood Sense; but, with the ",generality, 'twould never do: The Vu
CED,D5CSTEEL,ity,generosity, more I shall admire the ,Generosity,. [$ (^Bev. jun.^) $] Nay
CED,D5CSTEEL,ity,insensibility,e Reflection! With what ,Insensibility," on my Part, with what "
CED,D5CSTEEL,ity,integrity, be oblig'd: For from his ,Integrity," alone, I have resolv'd t"
CED,D5CSTEEL,ity,integrity,"l wrap my self up, in the ",Integrity," of my own Heart, nor dar"
CED,D5CSTEEL,ity,levity,to hear her spoken of with ,Levity, or Unconcern. [$ (^Bev. ju
CED,D5CSTEEL,ity,necessity,"Tye of Nature, and common ",Necessity,". What then must it be, w"
CED,D5CSTEEL,ity,necessity,"g keeps him here, but the ",Necessity, of not coming to a Breac
CED,D5CSTEEL,ity,opportunity,"ing her Equal, never had ",Opportunity, of being her Slave. I a
CED,D5CSTEEL,ity,opportunity, chang'd: I'll take this ,Opportunity, to visit her; for tho' 
CED,D5CSTEEL,ity,partiality, Because I find I have a ,Partiality, for one of them. [$ (^Be
CED,D5CSTEEL,ity,perplexity,another Instance of the ,Perplexities," which arise too, in fai"
CED,D5CSTEEL,ity,perplexity,ed Lover; But it's all a ,Perplexity,", till -- till -- till --"
CED,D5CSTEEL,ity,quality,"ow another, in whom these ",Qualities, appear to me more amiabl
CED,D5CSTEEL,ity,quality,tually as far as People of ,Quality, are. [$ (^Luc.^) $] How's
CED,D5CSTEEL,ity,quality,he Condition of a Woman of ,Quality,"? attended, dress'd, and l"
CED,D5CSTEEL,ity,quality,"eat Lady, and you a Man of ",Quality,. [$ (^They Salute formall
CED,D5CSTEEL,ity,security,measures for your certain ,Security,", and that all things with"
CED,D5CSTEEL,ity,severity, $] That is more than the ,Severity," of a Nun, for not to see,"
CED,D5CSTEEL,ity,sincerity,the Man who loves me with ,Sincerity, and Honour. When his Eye
CED,D5CSTEEL,ity,stupidity,pure simple Insolence and ,Stupidity,. [$ (^Bev. jun.^) $] Yet
CED,D5CSTEEL,ity,superfluity,"conscious, that from his ",Superfluity,", an Innocent, a Virtuou"
CED,D5CSTEEL,ity,superiority,"a Gentleman, to make his ",Superiority, of Fortune as easy to h
CED,D5CSTEEL,ity,vanity,der the direction of great ,Vanity,", and very little Judgment,"
CED,D5CSTEEL,ity,vanity,", 'twere enough to make my ",Vanity, forfeit the very Esteem yo
CED,D5TAYLIF,ity,city,"RETON, KNT. RECORDER OF THE ",CITY," OF LONDON, AND OTHERS HIS M"
CED,D5TAYLIF,ity,city,AND BART. LORD-MAYOR OF THE ,CITY, OF LONDON. THE RIGHT HON=BL
CED,D5TAYLIF,ity,city,R AND TERMINER FOR THE SAME ,CITY,". LONDON: PRINTED, AND SOLD "
CED,D5TAYLIF,ity,curiosity,"el; upon which, I had the ",curiosity," to look into it, and see"
CED,D5TAYLIF,ity,necessity,re that his being under a ,necessity, to incumber his estate s
CED,D5TAYLIF,ity,opportunity,it off. This gave me the ,opportunity, of seeing that the leas
CED,D5TBAKER,ity,city,"YNE, ESQ; LORD-MAYOR OF THE ",CITY, OF LONDON. THE SECOND EDITI
CED,D5TBAKER,ity,identity,", but cannot swear to the ",identity," of this by the Dragon, it"
CED,D5TBAKER,ity,possibility,"nce, but they have not a ",possibility, of doing the prisoner s
CED,D5TBAKER,ity,quantity, Did you find that these ,quantities, of goods had been delive
CED,D5TBAKER,ity,quantity, that day themselves; the ,quantity, is so great. [$ (^Q.^) $]
CED,D5TBAKER,ity,quantity,eisance only mentions the ,quantity, and price; the date was 1
CED,D5TBAKER,ity,security,and pounds lent upon two ,securities,", one a promissory note, "
CED,D5TBAKER,ity,security,. 784) was deposited as a ,security,? then this verifies the i
CED,D5TBAKER,ity,security, the court. Pledged for a ,security," it certainly was, and the"
CED,D5TBAKER,ity,security,brought to you as a joint ,security, for 1000 l.? [$ (^Holland
CED,D5TBAKER,ity,security,"g the same with him, as a ",security, for the sum of a thousand
CED,D5TBAKER,ity,security,ted with Mr. Holland as a ,security,? every one is a security.
CED,D5TBAKER,ity,security,posited with others for a ,security,. [$The Prisoner being ask
CED,D5TBAKER,ity,security, security? every one is a ,security,. Had it been alledged he 
CED,D5TBAKER,ity,security,the warrant with him as a ,security, for the payment of a thou
CED,D5TBAKER,ity,security," of these warrants, which ",security," he at first approved of, "
CED,D5TBAKER,ity,security,astineau bring to you for ,security,? [$ (^Holland.^) $] He br
CED,D5TBAKER,ity,security,he others as a collateral ,security,. [$ (^Counsel for pris.^)
CED,D5TBAKER,ity,security, this warrant as the only ,security," for a thousand pounds, it"
CED,D5TBAKER,ity,security,art of the pledge for the ,security, for a thousand pounds. Ca
CED,D5TBAKER,ity,security,u lend the money upon the ,security," of the warrants, as well "
CED,D5TBAKER,ity,security,", and also brought me the ",security, the same day; as to Mr. B
CED,D5TCOOKE,ity,opportunity,e shall have the fairest ,Opportunity, to kill Mr. (^Crispe^) 
CED,D5TGREEN,ity,city,ck and then I went into the ,City,", intending to dine at a Fri"
CED,D5TLAYER,ity,authority, as having full Power and ,Authority, from the King to act as 
CED,D5TLAYER,ity,authority,"eman at the Helm, who had ",Authority," from the Pretender, and "
CED,D5TLAYER,ity,calamity,"on, and to shake off the ",Calamities, and # Miseries they endu
CED,D5TLAYER,ity,city,at several # Taverns in the ,City,"; and once he wrote to me, d"
CED,D5TLAYER,ity,curiosity,? [$ (^Lynch.^) $] Out of ,Curiosity,. [$ (^Prisoner.^) $] How
CED,D5TLAYER,ity,familiarity,oom; there was no # such ,Familiarity, between us. [$Mr. (^Ket
CED,D5TLAYER,ity,nobility,", and a great many of the ",Nobility, and Gentry; and then he t
CED,D5TLAYER,ity,nobility,e was a great many of the ,Nobility, and Gentry of the # Count
CED,D5TLAYER,ity,opportunity,ould be glad to take the ,Opportunity, to shake off their # Co
CED,D5TLAYER,ity,opportunity," and said, now is a fair ",Opportunity,", the Uneasiness of the "
CED,D5TLAYER,ity,opportunity,"the People, and the fair ",Opportunity, of bringing about a Rev
CED,D5TLAYER,ity,opportunity,"the Nation, and the fair ",Opportunity, there was to rise. [$Mr
CED,D5TLAYER,ity,opportunity,"ender, and would lose no ",Opportunity, when a # fit Time offer
CED,D5TLAYER,ity,security,", but only to keep him in ",Security, # from any Insult. [$Mr. 
CED,D5TMACCL,ity,ability, enquire of him after the ,Abilities, and Circumstances of Mr.
CED,D5TMACCL,ity,ability,ount of your Substance and ,Ability,? [$Mr (^Kynaston.^) $] No
CED,D5TMACCL,ity,opportunity,whether they have not an ,Opportunity, of rectifying this Repo
CED,D5TMACCL,ity,security,"e in Town, on Government ",Securities,", and other Occasions, an"
CED,D5TMACCL,ity,security, was obliged to allow the ,Security,", and accordingly made my "
CED,D5TREDDI,ity,authority,ou give him any Orders or ,Authority, to prosecute upon the Ac
CED,D5TREDDI,ity,cavity,ut my two Fingers into the ,Cavity," of the Bone, and shewed th"
CED,D5TREDDI,ity,cavity,; I found it went into the ,Cavity, of the Belly? [$ (^Q.^) $]
CED,D5TREDDI,ity,cavity,t I found some Shot in the ,Cavity, of the Belly. [$ (^Brown.^
CED,D5TREDDI,ity,cavity,n I found it went into the ,Cavity," of the Belly, I remember'd"
CED,D5TREDDI,ity,security, or that you were to have ,Security,", and from whom? [$ (^Eggl"
CED,D5TREDDI,ity,trinity,"E KING'S COURT, DUBLIN, IN ",TRINITY," TERM, IN THE 16TH AND 17T"
CED,D5TSTEVE,ity,authority,ed Attachments under that ,Authority,: -- Under Mr. (^Baxter^)
CED,D5TSTEVE,ity,authority,Q.$] Have you any written ,Authority, from the Sheriff? [$ (^A
CED,D5TSTEVE,ity,authority,[$Q.$] Had Mr. (^Baxter^) ,Authority,", to make out Warrants? ["
CED,D5TSTEVE,ity,authority,ent Sheriff; -- Under his ,Authority,? [$ (^A.^) $] Yes. I exe
CED,D5TSTEVE,ity,authority,"e very Warrant, Under the ",Authority, whereof you arrested the
CED,D5TSTEVE,ity,authority,"ood, that your Father had ",Authority, so to do? [$ (^A.^) $] I
CED,D5TSTEVE,ity,authority,"s understood, that he had ",Authority, to do it. [$Counsel for 
CED,D5TSTEVE,ity,capacity," Sheriff's Office, in the ",Capacity, you now act? [$ (^A.^) $]
CED,D5TSTEVE,ity,city,ways keeps an Office in the ,City, of (^Chester^) ? [$ (^A.^) 
CED,D5TSTEVE,ity,city,ey keep their Office in the ,City,", where they please, to appo"
CED,D5TSTEVE,ity,city,ys keep their Office in the ,City,? [$ (^A.^) $] They keep the
CED,D5TSTEVE,ity,city, live? [$ (^A.^) $] In this ,City,. [$ (^ (Chester) ^) .$] [$Q
CED,D5TSTEVE,ity,city,nder-Sheriff live from this ,City,"? [$ (^A.^) $] Twenty Miles,"
CED,D5TSTEVE,ity,indemnity,what is the Nature of the ,Indemnity, given to the Sheriff upo
CED,D5TSTEVE,ity,indemnity,(^John Atkin^) signed the ,Indemnity," given to the Sheriff, wh"
CED,D5TSTEVE,ity,indemnity,"ey, or Practicer, and the ",Indemnity," are liked, it is usually"
CED,D5TSTEVE,ity,indemnity,"Risque or Hazard, and the ",Indemnity, was not approved; But wh
CED,D5TSTEVE,ity,indemnity,"ff, I believe. -- But the ",Indemnity, was for the special Bail
CED,D5TSTEVE,ity,security,[$ (^A.^) $] He has given ,Security," to the Sheriff, I believe"
CED,D5TSTEVE,ity,security,tice. [$Q.$] Did you give ,Security," to the Sheriff, for being"
CED,D5TSWAN,ity,capacity,about two Years; that the ,Capacity," he was in there, was to d"
CED,D1TNORFO,ity,amity,"ng , and should (during the ",Amity, between the (^French^) and
CED,D1TNORFO,ity,amity,r it. After this there grew ,Amity, between the Queen's Majest
CED,D1TNORFO,ity,amity,"rince is her Friend, and in ",Amity, with her? [$ (^Catlin.^) $
CED,D1TNORFO,ity,amity,^French^) King remaineth in ,Amity,; and so in your Case. [$ (
CED,D1TNORFO,ity,city,", when he first came to the ",City,", was examin'd of these thin"
CED,D1TNORFO,ity,dignity,"r Crown, Royal Estate, and ",Dignity,", and to advance and maint"
CED,D1TNORFO,ity,enormity,r Child; all this excluded ,Enmity,. And when my Lord of (^Bed
CED,D1TNORFO,ity,fidelity,"our Oath, Allegiance, and ",Fidelity,", and against the Credit t"
CED,D1TNORFO,ity,gravity,r your Learnings and your ,Gravities,": I beseech you, have Con"
CED,D1TNORFO,ity,importunity,is great Earnestness and ,Importunity,", that I would but once "
CED,D1TNORFO,ity,necessity,^Scotish^) Queen for her ,Necessities,; but he could not yet d
CED,D1TNORFO,ity,necessity,anders^) a while in great ,necessity,", without Apparel, and su"
CED,D1TNORFO,ity,necessity,"^Scotish^) Queen, for her ",Necessity,. [$ (^Attorney.^) $] By 
CED,D1TNORFO,ity,opportunity,eration of the Time and ,Opportunities, to set her Friends to 
CED,D1TNORFO,ity,partiality,t your own Affection and ,Partiality,", and behav'd your self p"
CED,D1TNORFO,ity,partiality,sellor: you utter'd your ,Partiality,", you disclos'd to the ot"
CED,D1TNORFO,ity,particularity,"Laws, not knowing which ",Particularity, to answer unto. The In
CED,D1TNORFO,ity,posterity,"reign^) , (that is, their ",Posterity, shall have the Kingdom.)
CED,D1TNORFO,ity,posterity,"Goods, my Children and my ",Posterity,", and that which I esteem"
CED,D1TNORFO,ity,privity,his Message was sent by my ,Privity,", by reason that I was mea"
CED,D1TPARRY,ity,charity,"her, and send you home in ",charitie,. But touching the matters
CED,D1TPARRY,ity,dignity," Royall estate, title and ",dignitie,", but also to bring her hi"
CED,D1TPARRY,ity,dignity,"e the Queene, her Crowne & ",dignity,: What sayest thou (^Willi
CED,D1TPARRY,ity,magnanimity,t was wonder to see the ,magnanymitie," of her Maiestie, which "
CED,D1TPARRY,ity,opportunity,hou mightest haue better ,oportunitie, to performe thy wicked 
CED,D2TBAST,ity,authority,nswers) by vertue of your ,Authority,", by which we should defe"
CED,D2TBAST,ity,authority,"trate, & by vertue of his ",Authority, disarmes the other of hi
CED,D2TBAST,ity,equity,eing no way agreeable with ,equity," or reason, that they who a"
CED,D2TBAST,ity,impossibility,"y Lord, you did impose ",impossibilities," upon me, I could doe "
CED,D2TBAST,ity,impossibility,hands; This was to put ,impossibilities, upon mee. Then upon a
CED,D2TCARR,ity,fidelity,"Bond, your own Honour and ",Fidelity,", and Allegiance to the Ki"
CED,D2TCARR,ity,humility,"on; for I in that, in all ",Humility,", did so far endeavour to "
CED,D2TCARR,ity,partiality, your Discourse from all ,Partiality,", but let Truth prevail, "
CED,D2TCARR,ity,privity,ers put them in without my ,Privity,. And for the Precedent of
CED,D2TCARR,ity,quality, been found by Men of good ,Quality,", seventeen Knights and Es"
CED,D2TCARR,ity,verity,double Crime; hide not the ,Verity,", nor affirm an Untruth; fo"
CED,D2THIGHC,ity,authority,is not a lawful power and ,authority,: and of the same minde a
CED,D2THIGHC,ity,authority," without law, you had noe ",authority,". (^ (\Poena ad paucos, m"
CED,D2THIGHC,ity,authority,ree us of the contempt of ,authority,", wee did nothing but wha"
CED,D2THIGHC,ity,authority, before the Magistrate by ,authority, of an act of parliament.
CED,D2THIGHC,ity,authority,"atropp, who is asked what ",authority, he had to preach and kee
CED,D2THIGHC,ity,authority, Lord qualified you? What ,authority,; what orders have you? t
CED,D2THIGHC,ity,necessity, that they were built for ,necessity,", their church being to l"
CED,D2THIGHC,ity,severity,speake it with sufficient ,severity,. This man I take him to b
CED,D2TLADYF,ity,humility,ords have heard with what ,Humility, and Grief you have confes
CED,D3TCHARL,ity,authority, there are many unlawful ,Authorities," in the world, Theeves a"
CED,D3TCHARL,ity,authority,^) is founded upon that (^,Authority, of the Commons of Englan
CED,D3TCHARL,ity,authority, satisfied with their own ,authority,", and they hold it fit yo"
CED,D3TCHARL,ity,authority,d when I know what lawful ,Authority,", I shall answer: Remembe"
CED,D3TCHARL,ity,authority,considered of their own (^,Authority,"^) , which is founded, as"
CED,D3TCHARL,ity,authority,") , and it is upon (^Gods ",Authority,"^) and the (^Kingdoms^) ,"
CED,D3TCHARL,ity,authority,rld? Let me see a legal (^,Authority,^) warranted by the Word 
CED,D3TCHARL,ity,authority,r did you acknowledge any ,Authority," in them, nor the (^high "
CED,D3TCHARL,ity,authority," answered, That it was by ",Authority, of the (^Commons of Engl
CED,D3TCHARL,ity,authority,sin to withstand lawful (^,Authority,"^) , as it is to submit t"
CED,D3TCHARL,ity,authority,e good against you; their ,authority, they do avow to the whol
CED,D3TCHARL,ity,authority,s the power and (^Supreme ,Authority, of the Commons of Englan
CED,D3TCHARL,ity,authority," said, upon the (^Supream ",Authority, of the Commons of Englan
CED,D3TCHARL,ity,authority,"e of Commons, the supream ",Authority, and Jurisdiction of the 
CED,D3TCHARL,ity,authority,et me know by what lawful ,Authority," I am seated here, and I "
CED,D3TCHARL,ity,authority, me know by what (^lawful ,Authority,"^) I am seated here, and "
CED,D3TCHARL,ity,authority,he (^Parliament and their ,Authority,"^) , set up his (^Standar"
CED,D3TCHARL,ity,authority,ill shew me what lawful (^,Authority,"^) you have, I shall be s"
CED,D3TCHARL,ity,authority,If you acknowledg not the ,Authority," of the (^Court^) , they "
CED,D3TCHARL,ity,authority,"ng, did there dispute the ",Authority, of this high Court. My h
CED,D3TCHARL,ity,authority,e scruples concerning the ,Authority," of this Court, and knew "
CED,D3TCHARL,ity,authority,f the Supream and highest ,Authority," of England^) , from whic"
CED,D3TCHARL,ity,authority,any other ways unlawful (^,Authority,"^) , and therefore satisf"
CED,D3TCHARL,ity,authority, answer to a new unlawful ,Authority,", therefore resolve me th"
CED,D3TCHARL,ity,authority,"rer, they sit here by the ",Authority, of the Commons of (^Engl
CED,D3TCHARL,ity,authority,so soon as I know by what ,Authority, you do this. [$ (^Lord P
CED,D3TCHARL,ity,authority,", he did then dispute the ",Authority, of this High Court; Your
CED,D3TCHARL,ity,authority,e upon you to dispute the ,Authority," of the Court, we may not"
CED,D3TCHARL,ity,authority,nd dispute concerning the ,Authority," of this Court, before wh"
CED,D3TCHARL,ity,authority, Now I would know by what ,Authority,", I mean, lawful; there a"
CED,D3TCHARL,ity,authority,"e (^Country^) , by what (^",Authority,"^) you do it, if you do i"
CED,D3TCHARL,ity,authority, would have known by what ,Authority,; which Authority require
CED,D3TCHARL,ity,authority,have not acknowledged the ,authority," of the Court, the Court "
